FIPST,STABR,LEAID,LEA_NAME,MSTREET_1,MSTREET_2,MSTREET_3,MCITY,MSTATE,MZIP,MZIP4,LSTREET_1,LSTREET_2,LSTREET_3,LCITY,LSTATE,LZIP,LZIP4,PHONE,LEA_TYPE_TEXT,All Students - American Indian/Alaska Native,All Students - Asian,All Students - Black,All Students - Hispanic,All Students - Two or More Races,All Students - Hawaiian Native / Pacific Islander,All Students - White,All Students,Grant Amount
01,AL,0102160,Lowndes County,P O Box 755,,,Hayneville,AL,36040,,80 Commerce Street S,,,Hayneville,AL,36040,,(334)548-2131,Regular public school district that is not a component of a supervisory union,,1,1483,6,,,18,1508,
01,AL,0102190,Macon County,P O Box 830090,,,Tuskegee,AL,36083,,501 South School St,,,Tuskegee,AL,36083,,(334)727-1600,Regular public school district that is not a component of a supervisory union,,3,1977,12,4,,27,2023,
01,AL,0102220,Madison County,P O Box 226,,,Huntsville,AL,35804,,1275F Jordan Rd Bldg B,,,Huntsville,AL,35811,,(256)852-2557,Regular public school district that is not a component of a supervisory union,1184,297,3806,820,527,36,12682,19352,"$91,574"
01,AL,0102250,Marengo County,P O Box 480339,,,Linden,AL,36748,,101 North Shiloh,,,Linden,AL,36748,,(334)295-4123,Regular public school district that is not a component of a supervisory union,,2,678,5,5,,358,1048,
01,AL,0102310,Marion County,188 Winchester Dr,,,Hamilton,AL,35570,,188 Winchester Dr,,,Hamilton,AL,35570,,(205)921-3191,Regular public school district that is not a component of a supervisory union,15,24,113,112,84,2,3008,3358,
01,AL,0102350,Midfield City,417 Parkwood St,,,Midfield,AL,35228,,417 Parkwood St,,,Midfield,AL,35228,,(205)923-2262,Regular public school district that is not a component of a supervisory union,3,,1019,37,20,,7,1086,
01,AL,0102370,Mobile County,P O Box 180069,,,Mobile,AL,36618,,1 Magnum Pass,,,Mobile,AL,36618,,(251)221-4394,Regular public school district that is not a component of a supervisory union,665,1251,28304,2038,1313,57,23000,56628,"$36,490"
01,AL,0102400,Monroe County,Box 967,,,Monroeville,AL,36461,,109 Pickens St.,,,Monroeville,AL,36460,,(251)575-2168,Regular public school district that is not a component of a supervisory union,70,11,1868,28,39,1,1482,3499,"$35,198"
01,AL,0102430,Montgomery County,P O Box 1991,,,Montgomery,AL,36102,,307 S Decatur St,,,Montgomery,AL,36104,,(334)223-6710,Regular public school district that is not a component of a supervisory union,25,1066,23761,2070,293,34,3073,30322,
01,AL,0102480,Morgan County,1325 Point Mallard Pkwy SE,,,Decatur,AL,35601,,235 Highway 67 South,,,Decatur,AL,35603,,(256)353-6442,Regular public school district that is not a component of a supervisory union,45,44,203,760,81,1,6549,7683,
01,AL,0102490,Mountain Brook City,32 Vine Street,,,Mountain Brook,AL,35213,,32 Vine Street,,,Mountain Brook,AL,35213,,(205)871-4608,Regular public school district that is not a component of a supervisory union,2,38,14,59,70,,4160,4343,
01,AL,0102520,Muscle Shoals City,P O Box 2610,,,Muscle Shoals,AL,35662,,3200 S Wilson Dam Rd,,,Muscle Shoals,AL,35661,,(256)389-2607,Regular public school district that is not a component of a supervisory union,24,73,439,176,87,,2084,2883,
01,AL,0102550,Oneonta City,27605 State Hwy 75,,,Oneonta,AL,35121,,27605 State Highway 75,,,Oneonta,AL,35121,,(205)625-4106,Regular public school district that is not a component of a supervisory union,4,11,64,347,68,1,997,1492,
01,AL,0102580,Opelika City,300 Simmons St,,,Opelika,AL,36801,,300 Simmons Street,,,Opelika,AL,36801,,(334)745-9700,Regular public school district that is not a component of a supervisory union,19,57,2576,390,80,7,1306,4435,
01,AL,0102610,Opp City,P O Box 840,,,Opp,AL,36467,,305 E Stewart Ave,,,Opp,AL,36467,,(334)493-3173,Regular public school district that is not a component of a supervisory union,4,6,286,25,8,,993,1322,
01,AL,0102635,Oxford City,310 E 2nd St,,,Oxford,AL,36203,,402 Main Street,,,Oxford,AL,36203,,(256)241-3140,Regular public school district that is not a component of a supervisory union,4,58,1068,475,159,6,2373,4143,
01,AL,0102640,Ozark City,1044 Andrews Ave,,,Ozark,AL,36360,,1044 Andrews Avenue,,,Ozark,AL,36360,,(334)774-5197,Regular public school district that is not a component of a supervisory union,4,30,1032,57,60,6,929,2118,
01,AL,0102650,Pell City,1000 Bruce Etheredge ParkwayS,,,Pell City,AL,35128,,3105 15th Avenue N.,,,Pell City,AL,35125,,(205)884-4440,Regular public school district that is not a component of a supervisory union,3,27,515,133,73,2,3246,3999,
01,AL,0102670,Perry County,P O Box 900,,,Marion,AL,36756,,200 Monroe St,,,Marion,AL,36756,,(334)683-6528,Regular public school district that is not a component of a supervisory union,,,1425,1,2,1,13,1442,
01,AL,0102700,Phenix City,P O Box 460,,,Phenix City,AL,36868,,1212 Ninth Ave,,,Phenix City,AL,36867,,(334)298-0534,Regular public school district that is not a component of a supervisory union,41,36,4056,508,391,10,1987,7029,
01,AL,0102730,Pickens County,P O Box 32,,,Carrollton,AL,35447,,377 Ladow Center Circle,,,Carrollton,AL,35447,,(205)367-2080,Regular public school district that is not a component of a supervisory union,14,15,1519,70,37,,954,2609,
01,AL,0102760,Piedmont City,502 Hood St W,,,Piedmont,AL,36272,,502 Hood St W,,,Piedmont,AL,36272,,(256)447-8831,Regular public school district that is not a component of a supervisory union,7,9,127,20,41,1,1030,1235,
01,AL,0102790,Pike County,101 W. Love St,,,Troy,AL,36081,,101 W. Love Street,,,Troy,AL,36081,,(334)566-1850,Regular public school district that is not a component of a supervisory union,23,4,1041,75,61,,918,2122,"$83,133"
01,AL,0102820,Randolph County,P O Box 288,,,Wedowee,AL,36278,,182 Circle Drive,,,Wedowee,AL,36278,,(256)357-4611,Regular public school district that is not a component of a supervisory union,5,4,321,141,34,,1746,2251,
01,AL,0102850,Roanoke City,P O Box 1367,,,Roanoke,AL,36274,,557 Main St,,,Roanoke,AL,36274,,(334)863-2628,Regular public school district that is not a component of a supervisory union,1,10,613,20,11,1,879,1535,
01,AL,0102880,Russell County,P O Box 400,,,Phenix City,AL,36868,,506 14th St,,,Phenix City,AL,36867,,(334)298-8791,Regular public school district that is not a component of a supervisory union,14,32,1311,180,160,22,1680,3399,
01,AL,0102910,Russellville City,1945 Waterloo Road,,,Russellville,AL,35653,,1945 Waterloo Rd,,,Russellville,AL,35653,,(256)331-2001,Regular public school district that is not a component of a supervisory union,23,14,133,1196,51,1,1112,2530,
01,AL,0102940,Scottsboro City,305 S Scott St,,,Scottsboro,AL,35768,,305 S Scott Street,,,Scottsboro,AL,35768,,(256)218-2100,Regular public school district that is not a component of a supervisory union,12,23,135,179,49,1,2123,2522,
01,AL,0102970,Selma City,P. O. Box 350,,,Selma,AL,36701,,2194 Broad Street,,,Selma,AL,36701,,(334)874-1600,Regular public school district that is not a component of a supervisory union,2,7,3414,7,6,4,76,3516,
01,AL,0103000,Sheffield City,300 W 6th St,,,Sheffield,AL,35660,,300 W 6th St,,,Sheffield,AL,35660,,(256)383-0400,Regular public school district that is not a component of a supervisory union,3,2,435,52,9,,567,1068,
01,AL,0103030,Shelby County,P O Box 1910,,,Columbiana,AL,35051,,410 E College St,,,Columbiana,AL,35051,,(205)682-7000,Regular public school district that is not a component of a supervisory union,42,399,3116,1476,438,12,14767,20250,
01,AL,0103062,St Clair County,410 Roy Drive,,,Ashville,AL,35953,,410 Roy Drive,,,Ashville,AL,35953,,(205)594-7131,Regular public school district that is not a component of a supervisory union,25,80,881,404,151,12,7571,9124,
01,AL,0103090,Sumter County,P O Box 10,,,Livingston,AL,35470,,Hwy 28 To Country Club Dr,,,Livingston,AL,35470,,(205)652-9605,Regular public school district that is not a component of a supervisory union,,3,1538,8,3,,17,1569,
01,AL,0103120,Sylacauga City,605 W 4th St,,,Sylacauga,AL,35150,,43 N. Broadway Avenue,,,Sylacauga,AL,35150,,(256)245-5256,Regular public school district that is not a component of a supervisory union,2,12,912,56,36,,1256,2274,
01,AL,0103150,Talladega City,501 South St E,,,Talladega,AL,35160,,501 South Street East,,,Talladega,AL,35160,,(256)315-5635,Regular public school district that is not a component of a supervisory union,1,19,1310,61,29,,560,1980,
01,AL,0103180,Talladega County,P O Box 887,,,Talladega,AL,35161,,106 W South St,,,Talladega,AL,35160,,(256)315-5100,Regular public school district that is not a component of a supervisory union,10,25,2489,164,90,6,4829,7613,
01,AL,0103210,Tallapoosa County,125 N Broadnax St Rm 113,,,Dadeville,AL,36853,,679 East Columbus Street,,,Dadeville,AL,36853,,(256)825-1020,Regular public school district that is not a component of a supervisory union,5,2,783,54,30,5,2049,2928,
01,AL,0103240,Tallassee City,308 King St,,,Tallassee,AL,36078,,308 King St,,,Tallassee,AL,36078,,(334)283-6864,Regular public school district that is not a component of a supervisory union,3,15,476,53,8,1,1293,1849,
01,AL,0103270,Tarrant City,1318 Alabama St,,,Tarrant,AL,35217,,1318 Alabama St,,,Tarrant,AL,35217,,(205)849-3700,Regular public school district that is not a component of a supervisory union,18,6,780,278,24,8,56,1170,
01,AL,0103300,Thomasville City,P O Box 458,,,Thomasville,AL,36784,,750 Gates Drive,,,Thomasville,AL,36784,,(334)636-9955,Regular public school district that is not a component of a supervisory union,,8,614,11,1,,637,1271,
01,AL,0103330,Troy City,P O Box 529,,,Troy,AL,36081,,358 Elba Hwy,,,Troy,AL,36079,,(334)566-3741,Regular public school district that is not a component of a supervisory union,4,64,1214,52,24,2,568,1928,
01,AL,0103360,Tuscaloosa City,P O Box 038991,,,Tuscaloosa,AL,35403,,1210 21st Ave,,,Tuscaloosa,AL,35401,,(205)759-3560,Regular public school district that is not a component of a supervisory union,26,203,7284,426,83,13,2381,10416,
01,AL,0103390,Tuscaloosa County,P O Drawer 2568,,,Tuscaloosa,AL,35403,,PO Drawer 2568,,,Tuscaloosa,AL,35403,,(205)758-0411,Regular public school district that is not a component of a supervisory union,39,144,5292,1366,272,10,11307,18430,
01,AL,0103420,Tuscumbia City,303 North Commons Street East,,,Tuscumbia,AL,35674,,303 North Commons Street East,,,Tuscumbia,AL,35674,,(256)389-2900,Regular public school district that is not a component of a supervisory union,,7,409,17,10,,1074,1517,
01,AL,0103430,Vestavia Hills City,P O Box 660826,,,Vestavia Hills,AL,35266,,1204 Montgomery Hwy,,,Birmingham,AL,35216,,(205)402-5100,Regular public school district that is not a component of a supervisory union,5,452,485,290,163,,5755,7150,
01,AL,0103450,Walker County,P O Box 311,,,Jasper,AL,35502,,1710 Alabama Av,,,Jasper,AL,35501,,(205)387-0555,Regular public school district that is not a component of a supervisory union,11,11,465,191,81,3,6961,7723,
01,AL,0103480,Washington County,P O Box 1359,,,Chatom,AL,36518,,Granade St,,,Chatom,AL,36518,,(251)847-2401,Regular public school district that is not a component of a supervisory union,272,6,716,22,30,1,1765,2812,"$113,954"
01,AL,0103510,Wilcox County,P O Box 160,,,Camden,AL,36726,,75 Camden Bypass,,,Camden,AL,36726,,(334)682-4716,Regular public school district that is not a component of a supervisory union,1,1,1753,3,1,1,7,1767,
01,AL,0103540,Winfield City,P O Box 70,,,Winfield,AL,35594,,481 Apple Ave,,,Winfield,AL,35594,,(205)487-4255,Regular public school district that is not a component of a supervisory union,4,6,63,39,18,,1146,1276,
01,AL,0103580,Winston County,P O Box 9,,,Double Springs,AL,35553,,25101 Highway 195,,,Double Springs,AL,35553,,(205)489-5018,Regular public school district that is not a component of a supervisory union,8,1,23,31,10,,2413,2486,
02,AK,0200001,Lower Kuskokwim School District,PO Box 305,,,Bethel,AK,99559,305,1004 Ron Edwards Memorial Dr,,,Bethel,AK,99559,305,(907)543-4810,Regular public school district that is not a component of a supervisory union,4069,18,6,17,16,0,141,4267,"$855,035"
02,AK,0200003,Lower Yukon School District,PO Box 32089,,,Mountain Village,AK,99632,89,100 Airport Rd,,,Mountain Village,AK,99632,89,(907)591-2411,Regular public school district that is not a component of a supervisory union,2003,2,1,1,1,0,5,2013,"$563,052"
02,AK,0200004,Yupiit School District,PO Box 51190,,,Akiachak,AK,99551,190,1st Main St,,,Akiachak,AK,99551,190,(907)825-3600,Regular public school district that is not a component of a supervisory union,454,0,0,1,3,0,6,464,
02,AK,0200005,Kashunamiut School District,PO Box 345,,,Chevak,AK,99563,,985 KSD Way,,,Chevak,AK,99563,,(907)858-6195,Regular public school district that is not a component of a supervisory union,350,0,0,0,0,0,5,355,"$35,793"
02,AK,0200006,Mount Edgecumbe High School Agency,1330 Seward Ave,,,Sitka,AK,99835,9438,1330 Seward Ave,,,Sitka,AK,99835,9438,(907)966-3200,State agency,375,9,1,0,0,2,45,432,"$133,556"
02,AK,0200007,Aleutians East Borough School District,PO Box 429,,,Sand Point,AK,99661,429,100 Mossberry Ln,,,Sand Point,AK,99661,429,(907)383-5222,Regular public school district that is not a component of a supervisory union,177,11,0,7,8,12,24,239,"$70,405"
02,AK,0200010,Aleutian Region School District,PO Box 92230,,,Anchorage,AK,99509,,118 E International Airport Rd,,,Anchorage,AK,99518,,(907)277-2648,Regular public school district that is not a component of a supervisory union,9,2,0,4,3,4,3,25,
02,AK,0200020,Bering Strait School District,PO Box 225,,,Unalakleet,AK,99684,225,225 Main St,,,Unalakleet,AK,99684,225,(907)624-3611,Regular public school district that is not a component of a supervisory union,1955,1,0,0,4,0,10,1970,"$632,939"
02,AK,0200030,Bristol Bay Borough School District,P0 BOX 169,,,Naknek,AK,99633,169,# 2 School Rd N,,,Naknek,AK,99633,169,(907)246-4225,Regular public school district that is not a component of a supervisory union,72,4,2,1,9,0,35,123,"$7,668"
02,AK,0200050,Alaska Gateway School District,PO Box 226,,,Tok,AK,99780,226,1313.5 Alaska Hwy,,,Tok,AK,99780,,(907)883-5151,Regular public school district that is not a component of a supervisory union,225,7,6,0,22,0,119,379,"$92,833"
02,AK,0200060,Cordova City School District,PO Box 1330,,,Cordova,AK,99574,140,675 Second St,,,Cordova,AK,99574,140,(907)424-3265,Regular public school district that is not a component of a supervisory union,62,57,1,22,16,15,154,327,"$3,056"
02,AK,0200070,Copper River School District,PO Box 108,,,Glennallen,AK,99588,108,9998 Aurora Dr,,,Glennallen,AK,99588,,(907)822-3234,Regular public school district that is not a component of a supervisory union,186,1,3,8,29,13,200,440,"$40,847"
02,AK,0200090,Craig City School District,PO Box 800,,,Craig,AK,99921,800,100 School Rd,,,Craig,AK,99921,,(907)826-3274,Regular public school district that is not a component of a supervisory union,113,10,1,10,68,0,332,534,"$7,426"
02,AK,0200100,Delta-Greely School District,PO Box 527,,,Delta Junction,AK,99737,527,1664 N Clearwater,,,Delta Junction,AK,99737,527,(907)895-4657,Regular public school district that is not a component of a supervisory union,27,6,14,58,38,8,658,809,
02,AK,0200120,Dillingham City School District,PO Box 170,,,Dillingham,AK,99576,,565 Seward St,,,Dillingham,AK,99576,,(907)842-5223,Regular public school district that is not a component of a supervisory union,248,2,0,10,162,0,52,474,"$12,282"
02,AK,0200130,Galena City School District,PO Box 299,,,Galena,AK,99741,299,299 Antoski Ave,,,Galena,AK,99741,299,(907)656-1205,Regular public school district that is not a component of a supervisory union,633,48,50,132,145,21,3305,4334,"$181,835"
02,AK,0200150,Ketchikan Gateway Borough School District,333 Schoenbar Rd,,,Ketchikan,AK,99901,6278,2610 Fourth Ave,,,Ketchikan,AK,99901,6278,(907)247-2109,Regular public school district that is not a component of a supervisory union,730,232,15,71,105,31,1177,2361,"$173,800"
02,AK,0200180,Anchorage School District,5530 E Northern Lights Blvd,,,Anchorage,AK,99504,3135,5530 E Northern Lights Blvd,,,Anchorage,AK,99504,3135,(907)742-4000,Regular public school district that is not a component of a supervisory union,4121,5179,2766,5558,7384,2903,20327,48238,"$2,212,793"
02,AK,0200210,Juneau Borough School District,10014 Crazy Horse Dr,,,Juneau,AK,99801,,1208 Glacier Ave,,,Juneau,AK,99801,,(907)523-1702,Regular public school district that is not a component of a supervisory union,895,303,61,280,757,146,2410,4852,"$412,835"
02,AK,0200240,Sitka School District,300 Kostrometinoff St,,,Sitka,AK,99835,179,300 Kostrometinoff St,,,Sitka,AK,99835,179,(907)747-8622,Regular public school district that is not a component of a supervisory union,389,114,7,60,66,15,634,1285,"$99,605"
02,AK,0200270,Haines Borough School District,PO Box 1289,,,Haines,AK,99827,1289,604 Haines Hwy,,,Haines,AK,99827,1289,(907)766-6725,Regular public school district that is not a component of a supervisory union,37,4,1,6,5,2,211,266,"$13,761"
02,AK,0200300,Hoonah City School District,PO Box 157,,,Hoonah,AK,99829,157,366 Garteeni Hwy,,,Hoonah,AK,99829,157,(907)945-3611,Regular public school district that is not a component of a supervisory union,64,0,3,9,24,0,11,111,"$13,326"
02,AK,0200330,Hydaburg City School District,PO Box 109,,,Hydaburg,AK,99922,109,100 Totem Pole Ln,,,Hydaburg,AK,99922,109,(907)285-3491,Regular public school district that is not a component of a supervisory union,55,0,0,1,10,6,4,76,"$10,780"
02,AK,0200360,Kake City School District,PO Box 450,,,Kake,AK,99830,,175 Library Place,,,Kake,AK,99830,,(907)785-3741,Regular public school district that is not a component of a supervisory union,90,2,0,1,0,0,3,96,"$19,218"
02,AK,0200390,Kenai Peninsula Borough School District,148 N Binkley St,,,Soldotna,AK,99669,,148 N Binkley St,,,Soldotna,AK,99669,,(907)714-8888,Regular public school district that is not a component of a supervisory union,805,88,37,395,1076,37,6575,9013,"$149,461"
02,AK,0200450,Klawock City School District,PO Box 9,,,Klawock,AK,99925,9,715 Bayview Blvd,,,Klawock,AK,99925,9,(907)755-2917,Regular public school district that is not a component of a supervisory union,73,0,0,13,14,2,25,127,"$9,569"
02,AK,0200480,Kodiak Island Borough School District,722 Mill Bay Rd,,,Kodiak,AK,99615,,722 Mill Bay Rd,,,Kodiak,AK,99615,,(907)481-6200,Regular public school district that is not a component of a supervisory union,464,607,14,220,137,24,959,2425,"$161,197"
02,AK,0200485,Lake and Peninsula Borough School District,PO Box 498,,,King Salmon,AK,99613,,Jensen Dr # 498,,,King Salmon,AK,99613,,(907)246-4280,Regular public school district that is not a component of a supervisory union,283,0,5,1,23,0,45,357,"$64,730"
02,AK,0200510,Matanuska-Susitna Borough School District,501 N Gulkana St,,,Palmer,AK,99645,,501 N Gulkana St,,,Palmer,AK,99645,,(907)746-9255,Regular public school district that is not a component of a supervisory union,2924,361,287,536,943,247,13628,18926,"$116,057"
